Account IG,Nome attivita,Comune (prov),Segmento,Follower,Gancio (1-6),Esito verifica sito,DM inviato (data),Esito DM,Messaggio,Scheda,Lista,Prodotto,Letto (data),Chat
@special_one_sarezzo,Special One,Sarezzo (BS),Fitness club,1638,T,"cercato «""Special One"" Sarezzo» sulla ricerca di Instagram → [verifica-turni] profilo letto il 14/9: in bio dichiarano palestra, piscina, spa, beauty e ristorante sotto la stessa insegna, dal 2008. Cinque reparti con orari diversi",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: avete palestra, piscina, spa, beauty e ristorante sotto lo stesso tetto, e sono cinque reparti con orari diversi.

Una curiosità: chi incastra i turni di cinque reparti in un posto solo?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com",P.le Europa 38. «Dal 2008 il fitness club più completo a nord di Brescia». 341 post.,2026-09-14-instagram-denkishift-lombardia.csv,denkishift,,
@seriatesportlab,Seriate Sport Lab,Seriate (BG),Centro sportivo,1330,T,"cercato «""Seriate Sport Lab"" Seriate» sulla ricerca di Instagram → [verifica-turni] profilo letto il 14/9: bio con attivita bambini, fitness, campi da calcio e tennis, bistro aperto tutti i giorni. Piu servizi contemporanei",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: avete i campi, il fitness, i corsi per i bambini e un bistro aperto tutti i giorni.

Una curiosità: chi mette insieme gli orari di istruttori, bistro e reception?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Corso Roma 1. Attivita per bambini, fitness, campi calcio e tennis, bistro. 136 post.",2026-09-14-instagram-denkishift-lombardia.csv,denkishift,,
@worldoffitness_treviglio,World of Fitness,Treviglio (BG),Palestra,1947,T,"cercato «""World of Fitness"" Treviglio» sulla ricerca di Instagram → [verifica-turni] profilo letto il 14/9: in bio «Aperti H24, 7 su 7». Una palestra aperta ventiquattro ore copre per forza tre fasce",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: siete aperti H24 sette giorni su sette, e questo vuol dire coprire tre fasce ogni giorno.

Una curiosità: come li costruite adesso i turni per stare aperti sempre?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Via Caravaggio 33. «Top quality, low cost», aperti H24 7 su 7. 62 post.",2026-09-14-instagram-denkishift-lombardia.csv,denkishift,,
@centroalbionelecco,Centro Polisportivo Al Bione,Lecco,Centro sportivo,761,T,"cercato «""Centro Polisportivo Al Bione"" Lecco» sulla ricerca di Instagram → [verifica-turni] profilo letto il 14/9: bio con piscina, palestra, corsi di nuoto, acquagym e idrobike, e «OPEN 7/7»",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: avete piscina, palestra e corsi tutti i giorni, con bagnini e istruttori che si alternano.

Una curiosità: chi costruisce gli orari di bagnini e istruttori?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Via Buozzi 38. Piscina, palestra, corsi di nuoto, acquagym e idrobike, aperto sette giorni. 302 post.",2026-09-14-instagram-denkishift-lombardia.csv,denkishift,,
@acinqueicearena,Acinque Ice Arena,Varese,Centro sportivo,3705,T,"cercato «""Acinque Ice Arena"" Varese» sulla ricerca di Instagram → [verifica-turni] profilo letto il 14/9: bio con pista da ghiaccio, piscine, palestra e padel nello stesso impianto. Quattro impianti, quattro squadre",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: avete pista da ghiaccio, piscine, palestra e padel nello stesso impianto.

Una curiosità: chi tiene insieme gli orari di quattro impianti diversi?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Via Francesco Albani 33. «Il Palaghiaccio 2.0 di Varese», polo polisportivo. 155 post.",2026-09-14-instagram-denkishift-lombardia.csv,denkishift,,
@palestresporting,Palestre Sporting,Varese,Fitness club,2181,T,"cercato «""Palestre Sporting"" Varese» sulla ricerca di Instagram → [verifica-turni] profilo letto il 14/9: bio con 160 ore di corsi a settimana, scuola nuoto e acquaticita neonatale",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: centosessanta ore di corsi a settimana sono un calendario che qualcuno deve riempire.

Una curiosità: chi assegna gli istruttori alle centosessanta ore?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Via C. Correnti 2. 160 ore di corsi, scuola nuoto, acquaticita neonatale. 2095 post.",2026-09-14-instagram-denkishift-lombardia.csv,denkishift,,
@palestreolimpic_brescia,Palestre Olimpic,Brescia,Palestra,1556,T,"cercato «""Palestre Olimpic"" Brescia» sulla ricerca di Instagram → [verifica-turni] profilo letto il 14/9: 341 post di sala e corsi, indirizzo unico in via Bonomelli. Palestra con sala corsi e reception",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: una palestra con la sala corsi ha istruttori diversi in fasce diverse.

Una curiosità: chi fa il calendario degli istruttori?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com",Via Bonomelli 96. 341 post.,2026-09-14-instagram-denkishift-lombardia.csv,denkishift,,
@enjoyfitnessclubbrescia,Enjoy Fitness,Brescia,Palestra,868,T,"cercato «""Enjoy Fitness"" Brescia» sulla ricerca di Instagram → [verifica-turni] profilo letto il 14/9: orari scritti in bio, lun-ven 6:00-22:30, sabato 8-20, domenica 8-14. Sedici ore e mezza al giorno",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: aprite alle sei del mattino per chiudere alle dieci e mezza di sera, sabato e domenica compresi.

Una curiosità: chi copre sedici ore e mezza al giorno senza far saltare nessuno?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com",Via Mantova 118. Aperti dalle 6 del mattino alle 22:30. 44 post.,2026-09-14-instagram-denkishift-lombardia.csv,denkishift,,
@kingfitbergamo,King Fit,Seriate (BG),Palestra e arti marziali,1254,T,"cercato «""King Fit"" Seriate» sulla ricerca di Instagram → [verifica-turni] profilo letto il 14/9: scuola di arti marziali piu palestra, 797 post. I corsi di arti marziali hanno maestri diversi per fascia oraria",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: fra i corsi di arti marziali e la sala pesi avete maestri e istruttori su fasce diverse.

Una curiosità: chi incastra i corsi con la sala?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com",Palestra di arti marziali e fitness. 797 post.,2026-09-14-instagram-denkishift-lombardia.csv,denkishift,,
@ilcentropiscine_,Il Centro Piscine,Rivanazzano (PV),Centro sportivo,1791,T,"cercato «""Il Centro Piscine"" Rivanazzano» sulla ricerca di Instagram → [verifica-turni] profilo letto il 14/9: bio con piscina, bar, ristorante e centro sportivo, aperti tutti i giorni dalle 8.30",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: avete la piscina, il bar e il ristorante aperti tutti i giorni dalle otto e mezza.

Una curiosità: chi mette insieme i turni di bagnini, bar e cucina?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Piazza Papa Giovanni XXIII 2. Piscina, bar, ristorante, centro sportivo. 163 post.",2026-09-14-instagram-denkishift-lombardia.csv,denkishift,,
