Account IG,Nome attivita,Comune (prov),Segmento,Follower,Gancio (1-6),Esito verifica sito,DM inviato (data),Esito DM,Messaggio,Scheda,Lista,Prodotto,Letto (data),Chat
@milano.ingrosso.fiori,Ingrosso Fiori Gambin Srl,Milano (MI),Ingrosso fiori e piante,1729,R,"cercato «ingrosso milano» nella ricerca di Instagram → [verifica-azienda] profilo letto dall’API il 19/9: 181 post, 1729 follower. Che è strutturata si vede dal profilo: sede in via dei Pestagalli con magazzino e offerte ai fioristi, 181 post di banco e consegne",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio. Voi siete il tipo di azienda che ci serve per avere un quadro vero: rifornite i fioristi di Milano dal banco di via dei Pestagalli, e in centottanta post si vede il magazzino, non lo stock fotografico.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Ingrosso Fiori Gambin Srl, via dei Pestagalli 27, Milano. Ingrosso fiori e piante. 181 post, 1729 follower.",2026-09-19-instagram-ricerca-lombardia.csv,ricerca,,
@second_life_milano,Second Life Milano,Milano (MI),Ingrosso abbigliamento,9477,R,"cercato «ingrosso milano» nella ricerca di Instagram → [verifica-azienda] profilo letto dall’API il 19/9: 22 post, 9477 follower. Che è strutturata si vede dal profilo: stock selezionati e spedizioni in tutta Europa da via Boffalora: e' un magazzino vero con flussi in entrata e uscita",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio. Voi siete il tipo di azienda che ci serve per avere un quadro vero: muovete stock di abbigliamento rigenerato in tutta Europa da un magazzino di Milano, e la selezione la fate voi capo per capo.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Second Life Milano, via Boffalora 15. Ingrosso abbigliamento usato e rigenerato, capi selezionati e stock, spedizioni in Europa. 22 post, 9477 follower.",2026-09-19-instagram-ricerca-lombardia.csv,ricerca,,
@hammers_fish,Hammers Fish,Milano (MI),Ingrosso ittico,703,R,"cercato «ingrosso milano» nella ricerca di Instagram → [verifica-azienda] profilo letto dall’API il 19/9: 26 post, 703 follower. Che è strutturata si vede dal profilo: banco al Mercato Ittico di Milano con forniture ai ristoranti e consegne puntuali: catena del freddo e orari da rispettare",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio. Voi siete il tipo di azienda che ci serve per avere un quadro vero: lavorate al Mercato Ittico di Milano e rifornite i ristoranti, che vuol dire consegne all'alba e nessun margine sui ritardi.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Hammers Fish, via Cesare Lombroso 95, Mercato Ittico di Milano. Ingrosso ittico per ristoranti: pesce fresco, molluschi, crostacei. 26 post, 703 follower.",2026-09-19-instagram-ricerca-lombardia.csv,ricerca,,
@besostrifrutta_milano,Besostri Frutta Srl,Milano (MI),Ingrosso ortofrutta,2273,R,"cercato «ingrosso milano» nella ricerca di Instagram → [verifica-azienda] profilo letto dall’API il 19/9: 771 post, 2273 follower. Che è strutturata si vede dal profilo: settant'anni di distribuzione ortofrutticola in Lombardia con settecento post di banco e mezzi",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio. Voi siete il tipo di azienda che ci serve per avere un quadro vero: siete fra i piu' grossi distributori di ortofrutta in Lombardia da settant'anni, e settecento post lo raccontano dal banco.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Besostri Frutta Srl, via Cesare Lombroso 54, Milano. Distributori di frutta, verdura, funghi e tartufi in Lombardia da 70 anni. 771 post, 2273 follower.",2026-09-19-instagram-ricerca-lombardia.csv,ricerca,,
@ortofrutticolacasati,Ortofrutticola Casati Srl,Milano (MI),Ingrosso ortofrutta,1581,R,"cercato «ingrosso milano» nella ricerca di Instagram → [verifica-azienda] profilo letto dall’API il 19/9: 135 post, 1581 follower. Che è strutturata si vede dal profilo: padiglione 82 dell'Ortomercato di Milano: un posto in ortomercato e' struttura, turni e volumi",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio. Voi siete il tipo di azienda che ci serve per avere un quadro vero: state nel padiglione 82 dell'Ortomercato di Milano, che e' il posto dove i volumi si vedono davvero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Ortofrutticola Casati Srl, Ortomercato di Milano, padiglione 82. Commercio all'ingrosso di frutta e verdura. 135 post, 1581 follower.",2026-09-19-instagram-ricerca-lombardia.csv,ricerca,,
@adcsrl,ADC Srl,Cinisello Balsamo (MI),Distribuzione prodotti ittici,631,R,"cercato «ingrosso milano» nella ricerca di Instagram → [verifica-azienda] profilo letto dall’API il 19/9: 238 post, 631 follower. Che è strutturata si vede dal profilo: dal 1996 nella distribuzione ittica con sede in via Segantini: quasi trent'anni di catena del freddo",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio. Voi siete il tipo di azienda che ci serve per avere un quadro vero: dal 1996 distribuite prodotti ittici da Cinisello, e la catena del freddo non perdona un passaggio storto.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","ADC Srl, via Segantini 33/B, Cinisello Balsamo (MI). Dal 1996 distribuzione di prodotti ittici. 238 post, 631 follower.",2026-09-19-instagram-ricerca-lombardia.csv,ricerca,,
@piccolo.wholesale,Piccolo Wholesale,Rozzano (MI),Ingrosso abbigliamento,385,R,"cercato «ingrosso milano» nella ricerca di Instagram → [verifica-azienda] profilo letto dall’API il 19/9: 48 post, 385 follower. Che è strutturata si vede dal profilo: oltre trecento articoli a magazzino per negozi, ambulanti e reseller, con spedizioni in Europa",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio. Voi siete il tipo di azienda che ci serve per avere un quadro vero: tenete oltre trecento articoli a magazzino e servite negozi, ambulanti e reseller in tutta Europa.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Piccolo, via Ludovico Ariosto 16/d, Rozzano (MI). Ingrosso abbigliamento usato per negozi, ambulanti e reseller, +300 articoli. 48 post, 385 follower.",2026-09-19-instagram-ricerca-lombardia.csv,ricerca,,
@chefiori.ingrosso,Che Fiori Ingrosso,Cerro Maggiore (MI),Ingrosso fiori,456,R,"cercato «ingrosso milano» nella ricerca di Instagram → [verifica-azienda] profilo letto dall’API il 19/9: 239 post, 456 follower. Che è strutturata si vede dal profilo: ingrosso di fiori recisi e accessori per fioristi in via Gramsci: merce deperibile e rotazione quotidiana",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio. Voi siete il tipo di azienda che ci serve per avere un quadro vero: vendete fiori recisi ai fioristi, che e' merce che o gira in giornata o si butta.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Che Fiori Ingrosso, via Antonio Gramsci 4/c, Cerro Maggiore (MI). Fiori recisi, rose, ortensie, verdi stabilizzati, accessori per fioristi. 239 post, 456 follower.",2026-09-19-instagram-ricerca-lombardia.csv,ricerca,,
@texilia_srl,Texilia Srl,Solaro (MI),Tessuti e tendaggi,975,R,"cercato «tessile milano» nella ricerca di Instagram → [verifica-azienda] profilo letto dall’API il 19/9: 66 post, 975 follower. Che è strutturata si vede dal profilo: tessuti, tendaggi e servizi per l'arredamento da una sede industriale in via Bernini",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio. Voi siete il tipo di azienda che ci serve per avere un quadro vero: fornite tessuti e tendaggi all'arredamento, che e' un mestiere dove il taglio sbagliato lo paga qualcuno.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","Texilia Srl, via Gianlorenzo Bernini 1A, Solaro (MI). Tessuti, tendaggi e servizi per l'arredamento. 66 post, 975 follower.",2026-09-19-instagram-ricerca-lombardia.csv,ricerca,,
@cem_group_srl,CEM Group Srl,Settimo Milanese (MI),Sollevamento e movimentazione,1356,R,"cercato «macchine milano» nella ricerca di Instagram → [verifica-azienda] profilo letto dall’API il 19/9: 1035 post, 1356 follower. Che è strutturata si vede dal profilo: mille post fra consulenza, vendita e assistenza post-vendita su macchine per il sollevamento: e' un'azienda con officina e tecnici",,,"Buongiorno, sono Patrick Sappa di DenkiCode, una piccola software house di Seveso (www.denkicode.com).

Stiamo facendo un'analisi sulla digitalizzazione delle PMI del territorio. Voi siete il tipo di azienda che ci serve per avere un quadro vero: vendete macchine per il sollevamento con l'assistenza in casa, e mille post dicono che quella parte la fate davvero.

Sono sei domande, si risponde in tre minuti, è anonimo e il contatto lo lascia solo chi vuole:
https://docs.google.com/forms/d/e/1FAIpQLSe2cCfeAx8IVLRq-ocJe4MUpq43u_1D95IpBPjqOYX-90a9JA/viewform

Quando abbiamo finito il giro vi mando quello che è venuto fuori dalle altre aziende della zona. Almeno sapete come sono messi gli altri.","CEM Group Srl, via Isaac Newton 10, Settimo Milanese (MI). Soluzioni per il sollevamento e la movimentazione in quota, distributore PAUS. 1035 post, 1356 follower.",2026-09-19-instagram-ricerca-lombardia.csv,ricerca,,
