Account IG,Nome attivita,Comune (prov),Segmento,Follower,Gancio (1-6),Esito verifica sito,DM inviato (data),Esito DM,Messaggio,Scheda,Lista,Prodotto,Letto (data),Chat
@hihotelsirmione.it,Hi Hotel Sirmione,Sirmione (BS),Albergo con piscina,4051,T,"cercato «""Hi Hotel Sirmione"" Sirmione» sulla ricerca di Instagram → [verifica-turni] profilo letto il 15/9: bio: hotel in front of Sirmione lake, jacuzzi suite, pool, parking. Albergo sul lago con piscina e stagione lunga: reception, piani e colazioni con orari diversi. 4051 follower, 146 post",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: albergo davanti al lago a Sirmione, con piscina, suite con jacuzzi e parcheggio.

Una curiosità: fra reception, colazioni, piscina e pulizie delle camere, chi incastra i turni della stagione?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Hotel in front of Sirmione lake / Jacuzzi Suite | Pool | Parking / info@hihotelsirmione.it / @hihotels.it | @hihotelsriva.it. 146 post, 4051 follower.",2026-09-16-instagram-denkishift-lombardia.csv,denkishift,,
@hotel.desiree.sirmione,Hotel Désirée,Sirmione (BS),Albergo con bistrot,2040,T,"cercato «""Hotel Désirée"" Sirmione» sulla ricerca di Instagram → [verifica-turni] profilo letto il 15/9: bio: camere vista lago, piscina e Bistrot, prenota dal sito ufficiale. Albergo con ristorazione interna, quindi cucina e sala oltre a reception e piani. 2040 follower, 260 post",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: camere vista lago, piscina e bistrot nel lato tranquillo del centro storico di Sirmione.

Una curiosità: reception, bistrot e piani hanno tre orari diversi: chi fa i turni della settimana, e su che strumento?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Hotel Désirée | Sirmione / Il lato quieto del centro storico / Camere vista lago, piscina e Bistrot / Prenota dal sito ufficiale. tel 0309905244. 260 post, 2040 follower.",2026-09-16-instagram-denkishift-lombardia.csv,denkishift,,
@hotelsirmione,Hotel Ca' Serena,Sirmione (BS),Albergo,1017,T,"cercato «""Hotel Ca' Serena"" Sirmione» sulla ricerca di Instagram → [verifica-turni] profilo letto il 15/9: bio: Garda Lake, via Marolda 9, «New management from 2025». Albergo sul lago in stagione, gestione appena cambiata: la squadra e i suoi turni sono da riorganizzare. 1017 follower, 168 post",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: Hotel Ca' Serena a Sirmione, nuova gestione dal 2025.

Una curiosità: con una gestione nuova, i turni del personale li avete già messi su un programma o girano ancora su carta e WhatsApp?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","via Marolda 9. Garda Lake - Italy / Tel +39 0309196167 / New management from 2025. tel 0309196167. 168 post, 1017 follower.",2026-09-16-instagram-denkishift-lombardia.csv,denkishift,,
@hoteldesenzano,Hotel Desenzano,Desenzano del Garda (BS),Albergo,2337,T,"cercato «""Hotel Desenzano"" Desenzano del Garda» sulla ricerca di Instagram → [verifica-turni] profilo letto il 15/9: bio: hotel 4 stelle sulle sponde del Lago di Garda, viale Cavour 40/42, prenotazioni via simplebooking. Quattro stelle con reception, piani e colazioni: tre reparti su turni. 2337 follower, 621 post",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: quattro stelle sulle sponde del lago a Desenzano, in viale Cavour.

Una curiosità: in un quattro stelle i turni di reception, piani e colazione chi li costruisce ogni settimana?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Viale Cavour 40/42. Hotel 4 stelle sulle sponde del Lago di Garda. / Lasciati trasportare dalle bellezze del nostro territorio. Rilassati. Goditi l'esperienza. / Per info. tel 0309141414. 621 post, 2337 follower.",2026-09-16-instagram-denkishift-lombardia.csv,denkishift,,
@villarosadesenzano,Villa Rosa Hotel,Desenzano del Garda (BS),Albergo con ristorante,6673,T,"cercato «""Villa Rosa Hotel"" Desenzano del Garda» sulla ricerca di Instagram → [verifica-turni] profilo letto il 15/9: bio: 4* Superior lake view boutique hotel, pool, panoramic terrace, gluten-free gourmet restaurant, lungolago Battisti 89. Ristorante gourmet interno più piscina: cucina, sala, reception e piani. 6673 follower, 1266 post",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: boutique hotel quattro stelle superior sul lungolago, con piscina, terrazza panoramica e ristorante gourmet senza glutine.

Una curiosità: cucina, sala, reception e piani: chi mette insieme i turni di quattro reparti?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Lungolago C. Battisti, 89. An elegant 4* Superior lake view boutique hotel on Lake Garda. Pool & Panoramic terrace, gluten-free Gourmet Restaurant @ristoranteroseesapori. tel 3316631187. 1266 post, 6673 follower.",2026-09-16-instagram-denkishift-lombardia.csv,denkishift,,
@parkhoteldesenzano,Park Hotel Desenzano,Desenzano del Garda (BS),Albergo,3624,T,"cercato «""Park Hotel Desenzano"" Desenzano del Garda» sulla ricerca di Instagram → [verifica-turni] profilo letto il 15/9: bio: small luxury hotel facing Lake Garda, family story, lungolago Battisti 19. Albergo di famiglia con reception, colazioni e piani su turni. 3624 follower, 1298 post",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: un albergo di famiglia sul lungolago di Desenzano, e lo raccontate come una storia di ospitalità.

Una curiosità: i turni di reception, colazioni e camere li scrive ancora qualcuno della famiglia a mano?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Lungolago Cesare Battisti,19. Small luxury hotel facing Lake Garda, with a family story driven by love of hospitality and of Lake Garda. The place to be for unforgettable moments. tel 0309143494. 1298 post, 3624 follower.",2026-09-16-instagram-denkishift-lombardia.csv,denkishift,,
@hoteledensalo,Hotel Eden Salò,Salò (BS),Albergo,971,T,"cercato «""Hotel Eden Salò"" Salò» sulla ricerca di Instagram → [verifica-turni] profilo letto il 15/9: bio: charming stay on Lake Garda, delicious breakfast, crafted drinks, bike-friendly, piazza Vittorio Emanuele 4. Reception, bar e piani con orari diversi in stagione. 971 follower, 280 post",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: tre stelle in piazza a Salò, colazioni curate, drink e bici.

Una curiosità: reception, bar e camere in stagione: chi copre i turni quando qualcuno manca?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Piazza Vittorio Emanuele 4. Charming stay on Lake Garda / Delicious breakfast, crafted drinks, / adventures & bike-friendly / A place to unwind! / #hoteledensalo Booking. tel 0365520154. 280 post, 971 follower.",2026-09-16-instagram-denkishift-lombardia.csv,denkishift,,
@hotelsaloduparc,Hotel Salò Du Parc,Salò (BS),Albergo con ristorante,2741,T,"cercato «""Hotel Salò Du Parc"" Salò» sulla ricerca di Instagram → [verifica-turni] profilo letto il 15/9: bio: quiet lakefront escape, park, pool & dock, ristorante per ospiti ed esterni. Ristorante aperto agli esterni più piscina e reception: tre squadre su turni. 2741 follower, 653 post",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: albergo sul lago a Salò con parco, piscina, pontile e un ristorante aperto anche a chi non dorme da voi.

Una curiosità: ristorante, piscina e reception: chi incastra gli orari di tre squadre diverse?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Quiet lakefront escape on Lake Garda. Park, pool & dock. Lunch for all. Relax lago con piscina e ristorante per ospiti e visitatori. tel 0365290043. 653 post, 2741 follower.",2026-09-16-instagram-denkishift-lombardia.csv,denkishift,,
@hotellaurin,Hotel Laurin,Salò (BS),Albergo con ristorante,3277,T,"cercato «""Hotel Laurin"" Salò» sulla ricerca di Instagram → [verifica-turni] profilo letto il 15/9: bio: a timeless hotel, Stay Taste Slow down, Magnolia restaurant, Salò Lake Garda. Ristorante con nome proprio dentro l'albergo: cucina e sala oltre a reception e piani. 3277 follower, 617 post",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: villa liberty a Salò con il ristorante Magnolia.

Una curiosità: cucina e sala del Magnolia più reception e piani: i turni chi li fa?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","A timeless hotel like no other / Stay • Taste • Slow down / Magnolia restaurant / Saló | Lake Garda. tel 036522022. 617 post, 3277 follower.",2026-09-16-instagram-denkishift-lombardia.csv,denkishift,,
@hotelbellevuegardone,Hotel Bellevue,Gardone Riviera (BS),Albergo,940,T,"cercato «""Hotel Bellevue"" Gardone Riviera» sulla ricerca di Instagram → [verifica-turni] profilo letto il 15/9: bio: 3 stelle a Gardone Riviera, historic residence, giardino e terrazza, corso Zanardelli 87. Albergo stagionale sul lago con reception, colazioni e piani. 940 follower, 203 post",,,"Ciao, sono Patrick di DenkiCode.

Ho guardato il vostro profilo: residenza storica affacciata sul lago a Gardone, con giardino mediterraneo e terrazza panoramica.

Una curiosità: quante persone lavorano da voi in stagione, e chi tiene il calendario dei turni?

Abbiamo fatto un programma che fa una cosa sola, i turni: costruisce il mese una volta e lo manda sul telefono di ognuno, e quando qualcuno cambia lo sanno tutti. I primi due mesi non si pagano.

Se vi va, dieci minuti in videochiamata e ve lo faccio vedere.

Qui c'è quello che facciamo: www.denkicode.com","Corso Zanardelli,87. 3 Hotel · Gardone Riviera / Historic residence overlooking Lake Garda / Mediterranean garden & panoramic terrace / Book your stay. tel 365290088. 203 post, 940 follower.",2026-09-16-instagram-denkishift-lombardia.csv,denkishift,,
